Date,Close
5/13/2025 16:00:00,129.93
5/14/2025 16:00:00,135.34
5/15/2025 16:00:00,134.83
5/16/2025 16:00:00,135.4
5/19/2025 16:00:00,135.57
5/20/2025 16:00:00,134.38
5/21/2025 16:00:00,131.8
5/22/2025 16:00:00,131.8
5/23/2025 16:00:00,131.29
5/27/2025 16:00:00,135.5
5/28/2025 16:00:00,134.81
5/29/2025 16:00:00,139.19
5/30/2025 16:00:00,135.13
6/2/2025 16:00:00,137.38
6/3/2025 16:00:00,141.22
6/4/2025 16:00:00,141.92
6/5/2025 16:00:00,139.99
6/6/2025 16:00:00,141.72
6/9/2025 16:00:00,142.63
6/10/2025 16:00:00,143.96
6/11/2025 16:00:00,142.83
6/12/2025 16:00:00,145
6/13/2025 16:00:00,141.97
6/16/2025 16:00:00,144.69
6/17/2025 16:00:00,144.12
6/18/2025 16:00:00,145.48
6/20/2025 16:00:00,143.85
6/23/2025 16:00:00,144.17
6/24/2025 16:00:00,147.9
6/25/2025 16:00:00,154.31
6/26/2025 16:00:00,155.02
6/27/2025 16:00:00,157.75
6/30/2025 16:00:00,157.99
7/1/2025 16:00:00,153.3
7/2/2025 16:00:00,157.25
7/3/2025 13:05:00,159.34
7/7/2025 16:00:00,158.24
7/8/2025 16:00:00,160
7/9/2025 16:00:00,162.88
7/10/2025 16:00:00,164.1
7/11/2025 16:00:00,164.92
7/14/2025 16:00:00,164.07
7/15/2025 16:00:00,170.7
7/16/2025 16:00:00,171.37
7/17/2025 16:00:00,173
7/18/2025 16:00:00,172.41
7/21/2025 16:00:00,171.38
7/22/2025 16:00:00,167.03
7/23/2025 16:00:00,170.78
7/24/2025 16:00:00,173.74
7/25/2025 16:00:00,173.5
7/28/2025 16:00:00,176.75
7/29/2025 16:00:00,175.51
7/30/2025 16:00:00,179.27
7/31/2025 16:00:00,177.87
8/1/2025 16:00:00,173.72
8/4/2025 16:00:00,180
8/5/2025 16:00:00,178.26
8/6/2025 16:00:00,179.42
8/7/2025 16:00:00,180.77
8/8/2025 16:00:00,182.7
8/11/2025 16:00:00,182.06
8/12/2025 16:00:00,183.16
8/13/2025 16:00:00,181.59
8/14/2025 16:00:00,182.02
8/15/2025 16:00:00,180.45
8/18/2025 16:00:00,182.01
8/19/2025 16:00:00,175.64
8/20/2025 16:00:00,175.4
8/21/2025 16:00:00,174.98
8/22/2025 16:00:00,177.99
8/25/2025 16:00:00,179.81
8/26/2025 16:00:00,181.77
8/27/2025 16:00:00,181.6
8/28/2025 16:00:00,180.17
8/29/2025 16:00:00,174.18
9/2/2025 16:00:00,170.78
9/3/2025 16:00:00,170.62
9/4/2025 16:00:00,171.66
9/5/2025 16:00:00,167.02
9/8/2025 16:00:00,168.31
9/9/2025 16:00:00,170.76
9/10/2025 16:00:00,177.33
9/11/2025 16:00:00,177.17
9/12/2025 16:00:00,177.82
9/15/2025 16:00:00,177.75
9/16/2025 16:00:00,174.88
9/17/2025 16:00:00,170.29
9/18/2025 16:00:00,176.24
9/19/2025 16:00:00,176.67
9/22/2025 16:00:00,183.61
9/23/2025 16:00:00,178.43
9/24/2025 16:00:00,176.97
9/25/2025 16:00:00,177.69
9/26/2025 16:00:00,178.19
9/29/2025 16:00:00,181.85
9/30/2025 16:00:00,186.58
10/1/2025 16:00:00,187.24
10/2/2025 16:00:00,188.89
10/3/2025 16:00:00,187.62
10/6/2025 16:00:00,185.54
10/7/2025 16:00:00,185.04
