Date,Close
3/31/2025 16:00:00,63.48
4/1/2025 16:00:00,64.76
4/2/2025 16:00:00,64.96
4/3/2025 16:00:00,55.58
4/4/2025 16:00:00,57.25
4/7/2025 16:00:00,55.61
4/8/2025 16:00:00,53.27
4/9/2025 16:00:00,59.32
4/10/2025 16:00:00,54.4
4/11/2025 16:00:00,54.39
4/14/2025 16:00:00,55.41
4/15/2025 16:00:00,54.83
4/16/2025 16:00:00,53.55
4/17/2025 16:00:00,55.76
4/21/2025 16:00:00,56.12
4/22/2025 16:00:00,57.06
4/23/2025 16:00:00,57.39
4/24/2025 16:00:00,58.48
4/25/2025 16:00:00,57.62
4/28/2025 16:00:00,57.31
4/29/2025 16:00:00,57.54
4/30/2025 16:00:00,56.4
5/1/2025 16:00:00,56.76
5/2/2025 16:00:00,58.59
5/5/2025 16:00:00,57.35
5/6/2025 16:00:00,57.04
5/7/2025 16:00:00,58.62
5/8/2025 16:00:00,58.91
5/9/2025 16:00:00,58.3
5/12/2025 16:00:00,62.58
5/13/2025 16:00:00,62.39
5/14/2025 16:00:00,61.73
5/15/2025 16:00:00,62.4
5/16/2025 16:00:00,63.11
5/19/2025 16:00:00,62.08
5/20/2025 16:00:00,62.56
5/21/2025 16:00:00,59.98
5/22/2025 16:00:00,61.32
5/23/2025 16:00:00,60.02
5/27/2025 16:00:00,62.83
5/28/2025 16:00:00,61.78
5/29/2025 16:00:00,61.44
5/30/2025 16:00:00,60.59
6/2/2025 16:00:00,61.57
6/3/2025 16:00:00,62.37
6/4/2025 16:00:00,62.77
6/5/2025 16:00:00,62.67
6/6/2025 16:00:00,62.8
6/9/2025 16:00:00,61.91
6/10/2025 16:00:00,63.87
6/11/2025 16:00:00,63.11
6/12/2025 16:00:00,62.8
6/13/2025 16:00:00,60.53
6/16/2025 16:00:00,61.9
6/17/2025 16:00:00,60
6/18/2025 16:00:00,59.51
6/20/2025 16:00:00,59.79
6/23/2025 16:00:00,60.78
6/24/2025 16:00:00,61.42
6/25/2025 16:00:00,60.83
6/26/2025 16:00:00,62.54
6/27/2025 16:00:00,72.04
6/30/2025 16:00:00,71.04
7/1/2025 16:00:00,73.41
7/2/2025 16:00:00,76.39
7/3/2025 13:00:00,76.39
7/7/2025 16:00:00,76.53
7/8/2025 16:00:00,73.92
7/9/2025 16:00:00,73.56
7/10/2025 16:00:00,74.62
7/11/2025 16:00:00,72.63
7/14/2025 16:00:00,72.25
7/15/2025 16:00:00,71.99
7/16/2025 16:00:00,72.1
7/17/2025 16:00:00,72.98
7/18/2025 16:00:00,72.47
7/21/2025 16:00:00,74.02
7/22/2025 16:00:00,75.39
7/23/2025 16:00:00,76.75
7/24/2025 16:00:00,75.42
7/25/2025 16:00:00,76.27
7/28/2025 16:00:00,79.24
7/29/2025 16:00:00,78.33
7/30/2025 16:00:00,76.68
7/31/2025 16:00:00,74.69
8/1/2025 16:00:00,74.62
8/4/2025 16:00:00,74.82
8/5/2025 16:00:00,74.38
8/6/2025 16:00:00,75.48
8/7/2025 16:00:00,74.35
8/8/2025 16:00:00,74.19
8/11/2025 16:00:00,74.02
8/12/2025 16:00:00,74.9
8/13/2025 16:00:00,77.2
8/14/2025 16:00:00,76.39
8/15/2025 16:00:00,76.97
8/18/2025 16:00:00,77.43
8/19/2025 16:00:00,76.88
8/20/2025 16:00:00,76.26
8/21/2025 16:00:00,76.18
8/22/2025 16:00:00,78.38
8/25/2025 16:00:00,79.17
8/26/2025 16:00:00,78.65
8/27/2025 16:00:00,78.06
8/28/2025 16:00:00,77.92
8/29/2025 16:00:00,77.37
9/2/2025 16:00:00,74.29
9/3/2025 16:00:00,74.74
9/4/2025 16:00:00,75.35
9/5/2025 16:00:00,73.91
9/8/2025 16:00:00,74.15
9/9/2025 16:00:00,73.6
9/10/2025 16:00:00,74.25
9/11/2025 16:00:00,74.33
9/12/2025 16:00:00,73
9/15/2025 16:00:00,73.03
9/16/2025 16:00:00,72.75
9/17/2025 16:00:00,72.31
9/18/2025 16:00:00,72.1
9/19/2025 16:00:00,70.89
9/22/2025 16:00:00,71.28
9/23/2025 16:00:00,70.93
9/24/2025 16:00:00,71.22
9/25/2025 16:00:00,69.24
9/26/2025 16:00:00,69.31
9/29/2025 16:00:00,69.55
9/30/2025 16:00:00,69.73
10/1/2025 16:00:00,74.2
10/2/2025 16:00:00,74.57
10/3/2025 16:00:00,71.93
10/6/2025 16:00:00,71.17
10/7/2025 16:00:00,68.91
